SID,2008-08-23,2008-08-25,2008-09-01,2008-09-08,2008-09-15,2008-09-22,2008-09-29,2008-10-06,2008-10-13,2008-10-20,2008-10-27,2008-11-03,2008-11-10,2008-11-17,2008-11-24,2008-12-01,2008-12-08,2008-12-15
06337174,2,3,4,5,6,7,8,8,9,9,10,11,12,12,12,12,13,13
06339007,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
06344442,2,3,4,4,5,5,6,7,7,8,9,9,10,11,11,11,11,11
06344916,2,4,4,4,6,6,7,7,8,8,8,8,8,8,8,8,8,9
06345674,2,3,4,5,6,6,7,8,8,9,10,10,11,11,11,11,11,12
06348504,0,2,2,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7
06348675,0,2,3,5,7,7,7,8,9,10,12,12,12,13,13,13,13,13
06349064,2,4,4,6,7,7,7,7,8,9,9,9,10,10,10,11,11,11
06350465,0,3,3,4,5,5,6,7,8,8,9,10,10,10,10,11,12,12
06351117,2,2,3,3,4,4,5,6,7,7,8,8,8,8,8,9,10,10
06352398,0,3,3,4,5,5,6,7,7,9,10,10,11,12,12,12,12,12
06352949,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5
06352993,2,3,4,6,8,9,10,10,11,11,12,12,12,13,13,14,14,14
06353205,2,4,4,7,8,9,10,11,12,13,14,14,15,15,15,16,17,17
06354855,0,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,5,5
06354858,2,3,3,5,6,6,7,8,9,10,11,12,12,13,13,14,15,15
06358284,2,3,4,5,7,8,8,8,8,9,10,10,10,11,11,12,12,12
06360067,0,1,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4
06361218,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4
06361483,3,5,6,8,9,10,12,13,13,14,14,14,14,14,14,15,15,15
06362099,0,0,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
06362757,1,3,5,6,6,6,6,6,7,7,8,9,9,9,9,10,11,11
06363692,2,4,6,7,7,7,7,8,9,9,10,11,11,12,12,13,14,14
06367245,2,2,2,3,3,4,4,4,5,5,5,6,6,6,6,6,7,7
06367321,2,4,5,6,7,8,9,9,9,10,11,11,12,12,12,12,12,13
06367973,1,3,5,6,7,8,10,11,13,14,16,18,19,20,20,21,21,21
06368631,2,3,4,4,5,6,7,7,8,8,9,9,10,11,11,12,12,12
06369882,2,3,5,5,5,7,7,9,9,10,10,10,11,11,11,11,12,12
06375110,1,3,4,5,6,6,7,8,8,8,8,8,9,9,9,10,10,10
06375625,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
06375919,1,2,3,3,4,5,5,5,6,6,6,7,7,7,7,7,7,7
06376489,1,2,4,5,6,7,8,9,9,9,11,11,12,13,13,14,14,14
06377088,0,0,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
06378321,2,3,3,4,5,7,7,8,9,10,11,11,12,12,12,13,13,13
06379900,3,4,4,5,7,8,8,9,10,11,12,12,12,13,13,13,13,14
06380792,2,4,4,5,6,7,8,9,9,10,11,11,12,12,12,13,13,13
06385024,0,0,3,4,4,5,6,7,7,7,8,8,8,8,8,9,9,10
06385513,2,3,4,5,7,7,7,8,8,8,9,9,10,10,10,10,11,11
06387293,0,1,2,3,4,4,4,4,5,5,6,7,7,8,8,8,8,8
06388582,2,3,4,4,5,5,6,7,7,7,7,7,7,7,7,7,8,8
06389577,4,4,4,4,4,5,5,6,7,7,7,7,7,8,8,8,8,8
06391303,1,2,2,3,4,6,6,7,7,8,9,9,9,9,9,9,10,10
06393395,2,3,3,4,4,5,5,7,7,8,8,9,9,9,9,9,9,9
06395401,2,3,4,4,4,5,5,5,6,7,7,8,8,8,8,9,9,9
06395447,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
06395831,2,2,2,3,4,6,7,8,9,9,10,11,12,13,13,14,14,14
06396774,2,4,5,6,7,8,8,10,11,11,11,12,13,13,13,13,14,14
06398878,1,3,3,4,5,5,5,6,6,7,7,7,7,8,8,8,9,9
06399185,0,0,0,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4
06399867,2,3,4,4,5,5,6,6,7,8,8,8,9,9,9,9,10,10
06400185,2,3,3,4,5,6,6,6,6,6,7,7,7,7,7,7,7,7
06400259,4,4,5,7,8,9,10,11,12,13,14,16,17,18,18,19,19,19
06401969,0,2,2,2,2,3,3,3,3,3,4,4,4,5,5,5,5,6
06401977,2,4,5,7,8,9,10,12,13,14,16,17,18,19,19,20,21,22
06402899,0,3,3,4,5,6,7,8,8,9,10,10,10,10,10,11,11,11
06403190,0,2,2,3,3,4,4,5,5,5,5,6,6,6,6,6,6,6
06403691,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,5,5,5
06403825,2,3,5,5,6,6,7,8,9,9,10,11,12,12,12,13,13,13
06405433,2,4,4,5,6,6,6,8,8,8,9,9,10,10,10,10,11,11
06405910,2,3,4,4,6,7,7,8,8,8,10,10,11,11,11,11,12,12
06406460,2,4,5,7,7,8,9,10,11,11,11,12,12,13,13,13,13,13
06407050,2,3,4,5,6,6,7,8,10,13,13,13,14,15,15,15,16,16
06407961,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
06408305,0,3,4,4,5,6,7,7,8,9,10,10,10,11,11,12,12,13
06408684,1,2,3,3,3,4,4,4,5,5,5,5,6,6,6,6,7,7
06408888,1,3,4,5,6,6,6,7,8,8,8,8,9,9,9,9,10,10
06410406,1,3,4,5,7,8,9,10,11,12,13,14,14,14,14,15,15,15
06412323,1,3,4,5,6,6,7,9,10,11,11,12,12,13,13,14,15,15
06413619,0,3,4,5,5,6,6,7,7,7,8,8,9,10,10,10,10,11
06416571,0,2,3,3,4,5,6,6,6,7,8,8,8,9,9,10,11,11
06418393,2,2,3,4,4,5,5,5,5,5,6,6,6,6,6,7,7,7
06420805,2,3,4,6,7,7,9,9,10,10,11,12,12,13,13,13,14,14
06420995,2,3,3,4,5,6,6,7,7,7,8,8,9,10,10,10,10,10
06422565,2,2,4,4,5,5,6,6,7,8,8,8,9,9,9,10,10,11
06424462,2,4,5,6,7,8,9,10,11,11,12,13,14,14,14,14,14,15
06424948,1,3,4,5,5,6,6,6,7,7,7,7,8,8,8,8,8,8
06426296,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
06427097,1,2,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5
06427349,0,2,4,4,6,7,8,8,9,10,11,12,12,12,12,14,14,14
06429651,2,3,5,7,9,10,11,13,14,16,17,19,20,21,21,22,23,23
06432370,1,3,3,4,4,6,7,7,8,9,10,10,10,10,10,10,10,10
06436168,2,3,5,6,7,8,8,9,10,10,12,12,12,12,12,13,14,14
06438001,2,3,3,4,5,6,6,7,7,7,8,8,9,9,9,10,10,10
06439703,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
06439898,0,2,3,3,4,4,5,5,5,6,6,6,6,7,7,7,7,7
06440508,2,3,4,6,7,9,11,11,12,14,15,17,17,19,19,19,20,20
06442940,0,1,2,2,2,2,3,3,4,4,4,4,5,5,5,5,5,5
06443601,1,3,4,4,5,6,7,8,8,9,9,9,9,10,10,10,11,11
06444045,1,3,4,5,5,5,5,6,6,6,6,7,7,7,7,8,8,9
06444657,0,4,5,7,7,7,7,7,7,7,8,8,8,9,9,9,9,9
06445671,0,3,3,4,5,5,6,6,7,8,9,9,9,10,10,11,11,11
06447256,1,3,4,5,6,6,6,7,8,9,9,10,10,11,11,12,12,12
06448996,0,3,4,4,6,7,7,8,10,10,10,11,11,12,12,13,14,14
06449156,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
06450394,2,3,3,3,5,5,6,6,6,6,7,7,8,8,8,8,8,8
06454255,2,3,4,6,7,8,8,9,10,10,10,11,12,12,12,14,14,14
06454763,2,3,4,5,5,5,6,7,7,8,8,8,8,8,8,8,8,8
06455991,2,4,4,4,5,6,6,6,7,8,8,8,9,9,9,10,10,10
06457965,2,3,4,5,6,7,7,8,9,9,11,11,12,12,12,13,14,14
06460990,1,4,4,6,6,7,7,9,9,10,10,10,10,10,10,10,10,10
06461733,0,2,3,3,3,4,4,5,5,5,7,7,8,8,8,8,8,8
06462043,2,2,2,3,3,4,4,4,5,5,6,6,7,7,7,7,7,8
06464087,0,1,2,2,2,2,3,4,4,4,5,5,6,7,7,7,7,7
06464900,0,3,4,4,5,5,5,6,6,6,6,7,7,7,7,7,7,7
06464959,2,3,4,5,7,8,9,10,10,10,10,10,10,10,10,10,10,10
06465022,0,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3
06465202,2,3,5,5,6,6,6,7,7,8,8,9,10,10,10,10,11,11
06465895,0,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4
06466481,2,5,5,6,6,7,8,8,8,9,9,10,10,10,10,11,11,11
06472604,1,3,4,4,4,5,5,5,5,6,6,6,6,7,7,8,8,8
06473131,0,1,2,2,3,3,3,3,3,3,3,4,5,5,5,6,7,7
06476554,0,2,3,3,4,4,4,5,5,5,6,7,7,7,7,7,7,7
06477438,2,4,5,5,6,7,7,7,8,8,9,9,9,10,10,10,11,11
06478252,2,3,4,4,5,5,6,6,6,6,6,6,7,7,7,7,7,7
06479430,0,3,4,5,5,5,5,6,6,6,6,6,7,7,7,7,7,8
06480734,2,4,6,7,8,8,9,10,10,11,11,12,12,13,13,14,15,15
06481549,0,0,0,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
06481611,2,3,4,6,6,7,8,9,9,10,12,12,13,13,13,13,14,14
06484479,0,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,5,5
06484970,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
06488745,2,3,4,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7
06488801,2,3,5,6,7,8,9,10,11,11,12,14,15,16,16,17,18,18
06489991,1,2,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,6
06490574,0,2,3,4,5,6,7,8,8,9,9,11,11,11,11,11,11,11
06490811,2,3,5,5,6,6,7,7,8,8,8,9,9,9,9,10,10,10
06490829,0,3,4,5,6,7,9,10,11,12,12,13,13,14,14,15,15,15
06490958,2,5,5,6,7,8,8,8,8,9,10,10,10,10,10,11,11,12
06491214,0,2,3,4,4,5,6,6,6,6,7,7,8,8,8,8,8,8
06494931,0,3,3,4,4,4,5,6,6,7,7,7,8,8,8,8,9,10
06495033,2,3,3,4,5,6,6,7,7,7,7,7,8,8,8,8,8,9
06495329,2,4,5,8,9,10,11,13,14,15,16,16,17,17,17,19,20,20
06495566,2,4,5,5,7,8,9,9,10,11,12,14,15,16,16,17,18,18
06497489,2,4,4,4,6,6,9,10,11,12,12,13,14,14,14,15,17,17
06499860,1,3,4,4,6,7,8,8,9,10,10,11,11,11,11,11,12,12
06499929,2,4,5,6,6,7,8,9,9,10,10,10,11,11,11,11,11,11
06501001,2,3,4,5,6,6,6,6,7,7,8,9,9,10,10,10,10,10
06502350,2,3,5,6,7,7,8,8,9,9,10,10,11,11,11,11,12,12
06505021,0,2,2,3,3,4,4,5,6,7,8,9,10,11,11,12,13,13
06508950,2,4,5,7,8,8,9,9,10,10,10,11,11,12,12,12,12,12
06511378,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
06511467,2,3,4,5,5,6,7,7,8,8,10,10,11,12,12,13,13,14
06515069,1,3,4,6,6,7,8,9,10,10,11,12,13,14,14,15,16,16
06517019,2,3,4,4,4,5,5,6,6,7,7,8,8,8,8,9,9,9
06517641,0,2,2,4,4,4,4,4,5,5,5,5,6,8,8,8,9,9
06517758,2,3,6,8,8,9,9,10,10,11,11,11,12,12,12,12,13,13
06518453,0,1,2,2,2,2,2,3,4,4,5,5,5,6,6,6,7,7
06518542,1,3,3,4,4,5,5,6,6,6,6,7,7,8,8,8,8,8
06522847,0,0,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3
06523131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
06525530,2,3,4,6,7,7,7,8,8,8,8,8,8,8,8,8,9,9
06526426,2,3,4,5,5,7,8,9,9,10,10,10,11,11,11,11,12,12
06530338,1,2,2,3,5,5,5,5,6,7,7,7,7,7,7,7,7,8
06531011,1,3,4,4,6,6,8,9,10,10,11,12,12,12,12,13,14,14
06531481,0,1,2,2,3,3,3,4,4,4,4,4,5,5,5,5,5,5
06536339,2,4,5,7,7,8,9,9,9,10,10,10,10,10,10,10,10,10
06538459,1,2,3,4,5,5,6,7,7,8,9,9,10,10,10,10,10,10
06538980,0,2,2,3,5,5,6,7,7,8,8,8,8,9,9,9,9,9
06540258,2,3,4,4,5,6,7,7,7,8,8,8,10,10,10,10,10,10
06541870,2,4,5,6,7,7,8,8,8,8,9,10,10,11,11,12,12,12
06542432,0,3,4,4,5,6,7,8,9,10,11,11,11,12,12,12,13,13
06545471,1,2,3,5,6,7,7,7,8,9,11,11,11,12,12,12,13,14
06545851,2,3,3,4,5,5,6,7,7,7,7,8,8,8,8,9,9,9
06546650,1,2,3,5,6,7,8,8,9,10,10,10,10,11,11,12,12,12
06547295,2,3,5,6,7,8,8,10,12,13,14,15,16,17,17,18,19,19
06547389,2,2,4,5,6,6,6,7,7,8,8,9,9,9,9,10,10,11
06549141,0,2,2,3,3,3,4,4,4,4,5,5,6,6,6,6,7,7
06550461,1,3,3,4,4,4,6,7,8,9,10,10,11,11,11,11,11,11
06550482,3,4,6,7,8,9,10,11,12,13,14,14,15,15,15,16,18,18
06552153,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
06552214,2,5,6,7,7,8,8,8,9,9,10,10,11,11,11,11,12,12
06552319,2,4,4,5,5,6,7,7,7,8,9,9,10,10,10,10,10,10
06556698,0,3,4,5,6,7,8,8,8,9,10,11,12,13,13,14,15,15
06558278,2,4,4,5,5,6,6,6,6,7,7,8,8,8,8,9,9,9
06558673,1,2,2,3,4,5,6,7,7,7,7,7,7,7,7,7,7,7
06558727,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
06558886,0,2,3,3,3,4,4,4,5,5,5,6,6,7,7,7,8,8
06559319,0,4,5,6,8,10,11,12,13,14,15,16,18,19,19,20,21,21
06560728,2,4,5,6,7,8,9,10,11,12,12,13,15,16,16,16,18,18
06562502,2,3,3,4,4,5,6,6,6,6,6,6,6,7,7,7,7,8
06563749,1,2,3,3,3,3,4,4,5,5,6,6,7,7,7,7,7,8
06564545,2,4,4,4,4,5,6,6,7,7,8,9,10,10,10,11,12,12
06568301,2,3,5,6,7,7,8,8,8,8,9,9,9,9,9,10,10,10
06569585,2,3,5,6,7,8,9,10,10,11,13,14,15,15,15,16,16,17
06570650,0,2,2,2,2,2,3,3,3,3,4,5,5,6,6,6,7,7
06570912,2,3,4,4,5,5,6,7,7,8,8,9,9,9,9,9,10,10
06573051,1,3,4,4,4,5,5,6,7,7,8,8,9,10,10,10,11,11
06573912,0,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4
06574229,1,3,4,5,5,5,6,6,7,8,8,8,9,9,9,9,9,10
06577665,4,4,5,6,6,7,8,9,10,10,11,11,12,12,12,13,14,14
06580361,0,0,0,0,2,2,4,5,5,7,8,8,9,9,9,10,10,10
06581336,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,5,6,7
06581367,2,4,6,7,8,8,9,11,12,13,13,14,15,16,16,18,18,19
06582855,2,3,3,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6
06583592,0,3,3,4,5,5,6,6,7,8,9,10,11,12,12,12,13,13
06583802,0,5,5,7,9,11,13,13,14,16,17,18,19,20,20,20,21,21
06585405,2,3,3,4,4,5,5,6,6,7,7,7,8,8,8,9,9,9
06587779,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
06587977,0,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4
06588211,0,3,5,5,6,6,6,6,7,7,8,8,9,9,9,9,9,10
06589412,2,3,5,6,7,8,9,9,11,11,12,13,14,14,14,15,15,15
06589642,2,4,4,5,6,6,7,8,9,10,11,12,14,15,15,16,17,17
06590609,0,1,1,2,3,3,3,3,4,4,5,6,6,6,6,7,7,7
06591167,0,3,4,5,5,6,8,8,9,11,12,12,13,14,14,15,15,15
06591978,0,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4
06592624,0,2,3,4,4,5,7,7,7,7,8,9,9,9,9,9,9,9
06593184,0,2,3,4,5,5,6,7,8,9,9,10,10,10,10,10,11,11
06596166,2,2,3,4,5,5,6,7,8,8,8,8,9,9,9,10,10,10
06597731,0,2,3,4,4,5,5,6,7,7,7,7,7,8,8,8,8,8
06598240,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3
06599432,0,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4
06603921,0,2,2,2,3,3,3,4,4,4,4,4,4,5,5,5,5,5
06605180,0,0,2,2,2,3,3,4,5,6,6,7,7,7,7,7,8,8
06605553,2,3,4,6,7,8,8,10,11,12,13,14,15,16,16,17,18,18
06605860,1,2,2,3,3,3,4,4,4,5,5,5,6,7,7,7,7,7
06606655,2,4,5,6,8,10,11,12,15,16,17,18,19,21,21,21,22,22
06609291,2,3,4,5,7,7,8,8,9,9,11,12,12,13,13,13,14,14
06609931,1,3,4,5,6,6,6,8,9,9,10,11,11,11,11,12,13,13
06614565,0,2,3,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5
06615549,2,4,5,7,8,9,9,11,11,12,12,13,13,13,13,14,14,15
06617503,2,3,4,7,8,8,8,8,10,10,10,10,10,11,11,11,11,11
06618202,0,2,3,4,4,4,5,6,6,6,6,6,7,7,7,8,8,9
06619509,1,3,4,5,5,5,6,7,7,8,8,9,9,9,9,10,10,10
06619712,2,3,4,6,6,6,7,7,7,8,9,9,10,10,10,10,10,10
06622112,2,4,5,6,6,7,8,8,9,9,9,10,10,10,10,11,11,11
06624562,2,4,4,6,7,8,8,9,10,10,10,11,11,11,11,11,12,12
06624980,0,2,2,2,2,3,4,4,4,4,4,4,4,5,5,5,5,6
06626567,1,2,3,3,4,4,5,5,5,6,6,6,6,6,6,7,8,8
06628229,2,3,5,5,6,6,6,6,6,7,7,7,7,8,8,8,8,8
06629677,1,2,2,5,6,6,6,6,6,7,7,8,8,8,8,9,9,9
06630980,2,3,5,5,7,9,10,11,11,12,13,14,15,15,15,15,16,16
06631114,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
06631254,0,2,3,3,4,5,5,6,6,6,7,7,8,8,8,10,10,10
06632667,0,2,3,4,5,6,6,7,7,8,8,9,9,10,10,10,11,11
06633952,2,3,3,4,4,5,5,6,6,6,7,7,8,8,8,8,8,8
06636793,2,4,6,7,8,10,10,11,12,12,13,13,13,14,14,15,15,16
06637455,2,3,4,5,5,5,6,7,7,8,8,9,9,10,10,10,11,11
06638035,0,2,2,3,3,3,3,4,4,5,5,6,6,6,6,6,6,6
06638685,0,3,3,5,5,6,6,7,7,7,8,9,9,10,10,11,12,12
06641472,2,3,3,3,3,4,5,5,6,7,7,7,7,8,8,8,8,9
06641812,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2
06643531,0,0,0,0,0,0,2,2,2,2,3,3,3,4,4,4,4,4
06644408,1,4,6,7,9,9,9,10,10,10,10,11,12,12,12,13,13,13
06644689,1,3,4,5,6,7,8,10,10,11,12,13,14,14,14,15,16,17
06646440,2,4,5,5,6,6,7,7,8,9,9,10,11,11,11,13,13,13
06647896,1,3,4,5,5,6,6,6,7,7,7,8,8,8,8,9,9,9
06647914,2,2,3,3,3,3,3,4,4,5,5,5,5,6,6,6,7,7
06648100,1,2,4,4,5,5,6,6,7,7,8,9,9,9,9,9,10,10
06648762,2,3,4,5,7,7,8,9,10,11,11,11,12,12,12,14,14,14
06649169,2,2,4,4,5,7,7,7,8,8,9,9,9,9,9,10,11,11
06651550,2,3,4,4,5,5,5,5,6,6,7,7,8,8,8,9,10,10
06654442,0,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6
06655232,2,3,4,6,6,7,8,9,9,10,11,11,12,13,13,13,13,13
06655841,1,3,5,6,8,8,9,10,11,12,13,14,15,16,16,17,17,18
06657870,2,3,4,6,7,7,8,8,9,10,11,11,12,14,14,14,16,16
06658876,2,3,4,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10
06665712,2,4,5,6,7,7,8,9,9,9,10,11,13,13,13,14,14,14
06666380,0,3,3,5,6,7,8,9,9,10,11,12,12,14,14,14,15,15
06667180,2,5,6,8,9,9,10,11,12,13,14,14,15,16,16,17,18,18
06667297,2,4,4,6,7,7,8,9,9,10,12,13,14,14,14,15,16,16
06668789,1,5,7,8,9,10,11,12,12,12,13,14,15,16,16,17,17,17
06671410,0,0,3,4,4,4,4,4,5,5,5,5,5,6,6,6,6,6
06672396,0,2,4,5,5,5,6,7,7,7,7,7,8,8,8,8,8,8
06673475,1,3,4,4,5,5,5,5,5,6,6,6,6,6,6,7,7,7
06674096,2,3,4,4,5,6,6,7,7,8,9,9,10,10,10,12,12,12
06675020,2,3,5,7,8,8,8,9,9,9,9,10,10,10,10,11,11,11
06677986,2,3,4,4,4,5,5,6,6,6,6,6,6,6,6,6,6,6
06678696,2,5,6,7,7,8,8,8,9,9,9,10,11,11,11,12,13,13
06679225,0,3,4,6,6,6,7,7,7,7,7,7,7,7,7,8,8,8
06680891,1,3,3,3,4,4,5,6,7,7,7,7,7,7,7,7,8,8
06681172,2,4,4,6,6,6,7,7,8,9,9,10,10,11,11,11,12,12
06681458,2,2,2,2,2,2,4,4,4,4,4,4,5,6,6,6,6,6
06681621,2,3,4,5,6,7,7,8,9,9,10,10,11,11,11,12,12,12
06683624,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
06685122,0,3,4,4,5,5,5,6,6,7,8,8,10,10,10,12,13,13
06686011,0,2,2,3,3,3,3,3,4,5,5,5,5,5,5,5,6,6
06687801,2,3,3,4,4,5,5,5,5,6,7,8,8,9,9,9,9,10
06690521,1,3,4,6,7,8,9,10,10,10,10,11,11,11,11,11,11,11
06691470,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3
06692064,1,3,4,5,7,8,8,9,9,9,10,11,11,12,12,12,13,13
06692207,0,3,5,6,6,9,10,11,12,14,14,14,14,14,14,14,14,15
06693806,2,2,2,4,4,5,6,6,6,6,7,7,8,8,8,8,8,8
06695100,2,3,5,6,8,9,10,11,12,14,15,16,17,18,18,19,20,20
06699854,2,2,3,3,4,4,5,5,5,6,6,6,7,7,7,7,8,8
06700945,2,2,2,4,4,4,4,5,5,6,6,6,6,6,6,6,6,6
06701645,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
06702521,2,3,3,4,5,5,6,6,7,7,7,7,7,8,8,8,8,8
06704519,0,1,1,3,3,3,3,3,4,4,5,5,6,6,6,6,6,6
06705692,2,2,3,4,4,5,5,5,6,6,6,6,6,7,7,7,8,8
06705956,2,3,4,5,5,5,6,6,6,7,7,8,8,8,8,9,9,10
06706832,0,2,2,3,3,3,4,4,4,4,4,4,4,5,5,5,5,6
06706915,2,4,6,7,9,10,11,13,13,15,15,16,17,17,17,18,18,18
06709456,2,3,5,6,6,7,8,9,9,10,10,11,11,11,11,11,12,13
06711257,2,2,3,4,4,5,6,7,7,8,8,9,9,9,9,10,10,10
06711961,2,2,3,4,5,5,7,8,10,11,13,14,15,16,16,17,17,17
06712983,0,3,4,4,5,5,6,7,7,7,7,7,8,9,9,9,9,9
06713448,2,3,4,5,6,8,9,10,12,13,15,16,17,18,18,20,20,20
06713810,3,7,8,9,11,12,13,13,14,15,15,16,17,18,18,19,19,19
06714596,0,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
06714633,2,3,5,6,7,8,9,10,11,11,12,13,13,14,14,15,15,15
06717299,0,2,2,3,3,3,4,4,5,5,5,5,6,6,6,7,7,7
06717323,0,3,4,6,6,7,9,9,9,11,11,12,13,14,14,16,17,17
06717346,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3
06718819,0,0,0,0,0,0,1,2,2,2,2,2,3,3,3,3,3,3
06719080,0,1,2,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5
06720214,0,1,2,2,3,3,3,4,5,5,5,5,5,5,5,5,6,6
06721596,2,3,4,5,5,5,6,7,8,9,10,10,10,11,11,11,11,11
06722193,2,3,5,7,7,7,7,8,9,10,10,11,11,11,11,11,12,12
06723305,2,5,5,8,8,9,9,9,9,9,10,10,11,12,12,12,12,12
06724291,0,3,4,6,6,7,8,9,10,12,13,13,14,15,15,15,15,15
06725431,2,3,5,7,9,10,12,13,14,15,16,17,17,17,17,17,17,17
06725572,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
06726752,0,2,4,4,5,6,6,6,7,7,7,8,9,9,9,10,10,10
06728382,2,4,4,5,7,7,8,8,8,8,8,8,8,8,8,8,8,8
06729238,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
06729250,2,4,6,6,7,9,9,10,11,11,12,13,14,15,15,16,16,17
06729318,2,3,4,5,6,6,7,8,9,9,10,11,11,12,12,13,13,13
06731886,0,2,3,4,6,6,7,8,9,9,10,11,11,12,12,13,14,14
06732090,0,3,3,3,4,5,5,5,6,6,6,6,7,7,7,7,7,7
06732234,2,3,5,6,7,8,8,9,9,10,11,12,12,13,13,13,14,14
06732663,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2
06732962,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
06733385,2,3,4,4,5,5,5,6,6,7,7,8,10,10,10,11,11,11
06734691,2,2,3,3,4,4,4,4,5,5,5,6,6,6,6,6,6,6
06735708,2,3,4,5,5,6,7,8,8,9,10,11,11,12,12,14,14,14
06736895,0,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4
06737149,2,4,5,5,6,7,7,9,10,10,11,11,12,12,12,14,15,15
06738354,2,4,5,6,7,8,8,9,10,10,11,12,12,13,13,14,14,14
06739394,0,2,2,3,3,4,5,6,7,8,8,9,9,10,10,11,11,11
06741916,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,4,4
06742708,2,3,4,5,6,7,7,8,8,9,10,10,10,10,10,11,11,12
06743123,0,2,3,3,3,4,4,4,4,4,4,5,5,6,6,6,6,6
06744558,0,3,3,4,4,5,5,5,6,7,8,8,9,9,9,10,10,10
06744816,1,2,3,4,4,5,5,6,7,8,8,9,9,10,10,10,10,10
06746179,2,3,4,5,7,8,9,9,10,10,11,12,13,13,13,13,13,13
06747169,1,3,5,6,6,7,8,8,8,9,9,10,10,10,10,11,11,11
06754487,0,2,3,4,4,5,5,5,5,5,5,6,6,6,6,7,7,8
06757181,1,3,3,3,4,5,6,7,7,7,7,8,8,8,8,8,8,8
06757446,3,5,8,9,10,12,13,14,15,16,16,17,18,19,19,19,20,20
06757861,1,4,5,6,8,8,9,10,11,12,12,12,13,13,13,14,15,15
06761279,2,3,4,5,5,6,6,6,6,7,8,8,8,8,8,9,10,10
06761485,2,3,4,6,7,7,7,8,9,11,11,11,12,13,13,13,14,14
06761948,0,2,2,3,4,4,4,5,5,6,6,6,7,7,7,7,7,7
06762484,0,0,0,0,0,2,2,3,3,3,4,4,4,4,4,4,4,4
06763268,2,3,5,6,8,8,8,9,10,10,11,11,11,12,12,13,13,13
06763396,2,4,4,5,6,6,6,7,7,7,8,8,8,9,9,9,9,9
06764376,0,4,5,5,6,7,8,9,11,12,13,15,16,17,17,17,18,18
