SID,2008-08-23,2008-08-25,2008-09-01,2008-09-08,2008-09-15,2008-09-22,2008-09-29,2008-10-06,2008-10-13,2008-10-20,2008-10-27,2008-11-03,2008-11-10,2008-11-17,2008-11-24,2008-12-01,2008-12-08,2008-12-15
08671655,2,2,4,4,5,5,6,7,8,8,8,8,9,10,10,10,11,11
08674298,2,3,4,5,6,6,7,7,8,8,9,10,10,11,11,11,12,12
08674964,2,3,3,5,6,6,7,9,9,10,10,10,10,10,10,10,11,11
08676287,1,3,4,5,5,6,7,8,9,9,9,10,10,10,10,11,12,12
08677431,2,3,4,5,6,7,8,9,9,10,11,12,12,13,13,13,14,14
08679981,2,4,5,6,7,8,8,8,9,9,10,10,10,10,10,11,11,12
08682130,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2
08682863,1,3,4,4,4,5,5,5,5,6,7,8,8,8,8,9,10,10
08686178,2,3,4,5,6,7,7,8,8,9,9,9,9,9,9,10,10,10
08686205,2,4,4,5,6,7,7,9,9,11,12,13,14,14,14,14,15,15
08688670,0,1,2,4,4,4,5,6,6,6,6,6,7,7,7,7,7,7
08689103,0,2,3,3,4,4,5,5,6,6,6,7,7,7,7,8,8,9
08690468,2,3,4,6,6,7,8,9,9,10,10,11,12,13,13,13,13,13
08690717,0,3,3,4,4,4,5,5,5,6,6,7,7,8,8,8,9,9
08691925,2,5,6,6,7,7,8,9,10,10,11,12,12,12,12,12,13,13
08693553,1,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
08694446,2,2,3,5,6,7,7,8,8,8,9,11,12,12,12,13,13,13
08695200,2,5,5,6,8,8,9,9,10,11,12,12,12,13,13,14,14,14
08696542,2,4,4,5,6,6,7,8,8,8,9,9,10,10,10,11,11,12
08698434,1,3,4,4,5,5,5,6,7,7,7,8,8,8,8,8,8,8
08699788,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3
08701807,0,2,2,3,4,4,4,5,5,5,5,6,6,6,6,7,7,7
08705416,1,2,2,4,4,5,5,6,7,7,8,9,9,9,9,9,9,9
08705491,2,4,5,5,6,7,8,9,10,11,12,12,13,14,14,15,16,16
08705544,0,1,2,2,3,3,3,4,4,4,4,4,5,5,5,6,6,6
08707279,2,4,4,5,6,6,6,7,7,8,8,9,9,10,10,10,10,10
08710512,2,3,4,6,7,7,7,8,9,10,10,10,10,11,11,11,11,11
08710830,1,2,3,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6
08710885,2,4,5,6,7,8,9,10,11,11,12,12,12,13,13,13,14,14
08710993,2,4,4,5,6,7,7,7,8,8,9,9,10,10,10,11,11,11
08711160,1,3,5,5,6,7,7,7,8,8,8,9,9,10,10,10,10,10
08711492,2,3,4,7,7,9,10,10,10,11,11,11,11,11,11,12,13,13
08712200,0,2,3,3,4,5,5,6,6,6,7,8,8,9,9,9,9,9
08712359,1,3,3,3,4,4,4,5,5,5,5,5,6,6,6,6,6,6
08712681,0,2,2,3,3,3,3,4,4,4,5,5,5,6,6,6,6,6
08713823,2,4,4,5,5,6,6,6,7,7,7,8,8,8,8,8,8,8
08714494,0,3,4,4,4,6,6,6,6,7,8,8,9,10,10,11,12,12
08715105,1,3,4,4,5,5,6,6,6,6,7,8,8,8,8,8,8,8
08715787,0,2,3,4,5,5,5,5,6,6,7,8,8,8,8,9,9,9
08715909,2,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5
08717868,0,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4
08723230,2,3,3,4,6,7,7,8,9,9,9,10,11,12,12,13,13,14
08723870,4,4,5,6,6,6,6,7,7,8,8,8,9,9,9,9,9,9
08727719,2,4,5,8,9,9,10,11,12,13,14,15,15,15,15,16,16,16
08728359,1,2,5,6,8,9,10,10,10,11,13,14,14,14,14,14,14,14
08729254,2,3,3,3,4,4,4,5,5,5,6,6,6,6,6,6,7,7
08731086,0,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
08732471,0,2,3,4,5,5,6,7,7,9,9,9,9,10,10,10,10,10
08732569,0,0,0,1,2,2,3,3,3,4,5,5,6,6,6,7,7,7
08734750,2,3,3,3,4,5,5,5,6,6,6,6,7,8,8,8,8,8
08735642,0,2,3,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6
08735680,0,2,3,4,4,4,4,5,5,6,6,6,6,6,6,7,7,7
08736157,2,2,4,5,5,6,6,8,8,9,9,10,10,11,11,11,12,12
08738148,0,4,5,7,7,7,7,8,8,8,8,9,9,9,9,10,10,10
08738178,0,0,0,0,0,0,1,1,1,1,2,2,2,3,3,3,3,3
08739084,0,3,4,4,5,6,6,6,7,7,8,9,9,9,9,9,10,10
08740094,1,4,5,6,7,8,9,10,12,13,13,14,15,15,15,16,16,16
08740312,0,3,5,6,7,8,8,9,9,9,10,11,11,11,11,12,12,12
08740416,0,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3
08743440,0,2,4,4,5,6,6,6,6,6,7,7,7,7,7,7,8,8
08743521,0,2,2,3,4,5,5,5,5,5,5,6,6,6,6,6,6,6
08745280,2,3,4,8,8,9,10,11,12,12,13,13,14,15,15,16,16,16
08745383,0,3,3,4,4,5,6,7,7,8,8,9,10,11,11,11,11,11
08748852,0,0,0,1,2,3,3,4,4,4,4,4,4,4,4,4,4,4
08750627,2,3,4,4,4,4,5,7,7,7,7,8,8,8,8,8,8,8
08750781,2,3,4,5,7,7,8,9,9,10,11,11,11,12,12,12,13,13
08752563,0,0,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
08753018,2,3,4,4,5,5,6,6,7,8,10,11,13,14,14,15,16,16
08753669,1,3,4,4,5,6,6,7,9,9,10,11,12,12,12,13,13,13
08753989,2,2,3,3,4,4,5,6,6,7,7,7,8,8,8,9,9,9
08754894,2,4,4,5,6,6,7,7,7,8,8,9,9,9,9,10,10,10
08755051,1,3,4,5,5,6,6,7,7,8,9,10,10,10,10,10,10,11
08756380,0,0,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3
08757218,1,2,3,6,7,7,7,8,9,9,9,9,10,11,11,11,12,12
08757293,2,4,4,4,5,6,6,6,7,7,8,10,11,12,12,12,12,12
08759450,0,3,5,5,6,7,7,7,8,8,8,9,9,10,10,10,10,11
08761548,0,4,5,6,6,8,9,10,11,12,12,13,13,13,13,13,13,14
08764660,0,2,2,4,5,5,5,5,5,6,6,7,7,7,7,7,8,8
08767013,2,3,4,5,5,7,7,9,9,10,11,11,12,12,12,13,13,13
08767719,3,7,9,10,11,13,14,16,16,18,19,20,20,20,20,22,22,22
08769509,1,3,4,4,4,5,5,6,6,6,7,8,8,8,8,8,8,9
08770166,1,4,4,5,6,6,6,7,8,9,10,11,11,11,11,12,12,12
08772124,2,3,4,5,5,6,8,8,8,9,9,10,10,11,11,11,11,11
08772159,2,4,4,4,5,5,5,6,6,7,7,7,7,7,7,8,8,8
08773787,1,3,5,6,7,8,8,9,10,11,11,12,12,13,13,13,14,14
08775304,1,3,4,4,5,5,6,6,7,7,7,8,8,9,9,9,9,9
08775415,2,4,5,6,7,9,10,10,11,11,12,13,14,14,14,16,16,16
08775666,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
08775716,0,0,2,2,3,3,3,4,4,4,4,5,5,5,5,5,5,6
08777124,1,2,3,3,4,4,5,5,5,5,6,6,6,6,6,6,6,6
08778068,2,4,6,8,8,9,9,9,10,10,11,11,11,11,11,12,13,13
08778862,0,3,3,3,4,5,5,5,6,6,7,7,7,8,8,8,9,9
08781497,1,2,3,5,6,6,6,6,7,7,7,8,8,8,8,9,9,10
08782665,2,4,4,5,5,5,6,6,7,7,8,8,9,9,9,10,10,10
08785156,2,3,3,4,4,5,6,6,7,7,7,7,8,8,8,8,8,8
08785375,0,0,0,0,0,0,0,0,2,3,3,3,3,4,4,4,4,4
08786619,0,2,2,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5
08786636,1,2,3,3,4,4,5,5,6,6,6,6,7,7,7,8,8,8
08786871,0,2,2,4,4,5,5,5,6,6,7,7,7,7,7,7,8,8
08788076,2,3,4,4,5,5,6,6,7,7,8,8,9,9,9,10,10,10
08788217,2,3,3,4,5,5,5,5,6,6,7,7,7,7,7,7,8,8
08788292,0,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
08792317,2,3,4,5,5,6,7,7,7,9,9,9,9,9,9,10,10,10
08793044,2,3,4,4,5,6,6,7,8,8,9,9,9,10,10,10,10,11
08793848,2,4,4,5,5,6,6,6,6,7,8,8,10,10,10,10,11,11
08798597,2,2,2,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6
08798690,2,5,6,7,7,8,8,8,9,10,10,11,11,12,12,12,12,12
08800425,2,3,4,4,4,5,5,7,7,7,7,9,9,9,9,9,10,11
08800499,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,3,3
08802606,2,3,3,4,4,5,6,7,7,8,9,9,9,9,9,10,10,10
08804444,3,9,9,10,12,13,13,14,16,16,17,18,18,18,18,20,21,21
08804694,0,2,2,3,3,3,4,5,5,5,5,6,7,7,7,7,8,8
08805679,2,4,5,6,7,7,8,8,9,10,10,11,12,12,12,13,13,13
08806273,0,0,2,2,2,3,4,4,5,5,5,5,5,5,5,5,5,5
08808341,1,4,5,6,7,8,10,10,12,13,15,15,15,16,16,16,17,18
08812092,2,4,6,8,9,10,10,11,12,13,13,14,15,15,15,15,16,16
08812202,0,4,4,4,4,4,5,5,6,6,7,7,8,8,8,9,9,10
08816207,2,3,4,5,6,7,7,8,8,9,10,10,11,11,11,12,12,12
08816759,2,3,4,5,5,5,5,6,7,7,8,8,8,9,9,9,9,10
08816909,2,3,3,4,6,7,8,9,11,11,12,13,14,14,14,16,16,17
08818026,1,4,5,8,10,11,13,14,15,17,18,19,20,22,22,23,25,25
08818263,2,4,5,6,7,8,9,10,10,11,13,13,14,14,14,15,15,15
08818683,2,3,4,6,6,6,7,8,9,9,9,10,10,10,10,11,11,11
08821326,1,3,4,5,6,7,8,8,10,10,10,11,13,14,14,14,14,14
08822409,1,3,4,6,6,7,7,9,9,9,10,10,12,12,12,13,13,14
08822454,1,3,4,4,5,5,6,6,7,7,8,9,9,10,10,11,11,11
08822594,0,1,1,2,3,3,3,4,5,5,5,5,5,5,5,6,6,6
08823365,0,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4
08824249,0,2,2,3,3,3,4,4,4,4,4,5,5,5,5,6,6,6
08824411,0,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
08829620,2,2,3,4,4,4,5,5,5,5,6,6,7,7,7,7,7,7
08833731,1,3,4,4,6,7,8,8,9,10,10,11,11,12,12,13,13,13
08834194,1,2,3,4,5,6,6,7,7,7,7,8,8,8,8,8,9,9
08834694,2,4,4,5,6,6,7,8,9,11,12,13,14,15,15,16,17,17
08835122,2,3,4,6,6,7,8,9,9,10,11,12,12,12,12,13,14,14
08835588,2,3,4,5,5,5,6,6,6,7,7,8,8,8,8,8,8,9
08838191,1,3,3,4,4,5,5,6,7,7,8,8,9,9,9,10,11,11
08839746,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
08841008,2,3,3,4,5,6,6,6,7,8,9,9,9,9,9,10,10,10
08841260,2,2,3,4,5,5,7,7,7,7,8,8,8,8,8,8,9,9
08842196,2,4,4,5,6,7,8,9,10,11,12,13,14,14,14,15,16,16
08843586,2,4,5,6,7,8,8,9,9,10,11,11,11,12,12,13,13,13
08847338,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
08847657,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
08849370,2,4,7,7,7,8,8,9,9,10,11,11,11,12,12,12,12,13
08849471,2,3,4,6,6,6,7,7,7,8,9,9,10,11,11,11,12,12
08850867,2,3,4,5,5,5,5,5,6,7,7,8,8,8,8,9,9,10
08851058,1,3,3,4,5,6,6,7,7,8,8,9,9,9,9,10,10,10
08853036,2,4,4,6,6,8,9,10,11,13,14,14,14,14,14,15,15,15
08853245,2,3,4,5,6,7,7,8,9,9,10,11,11,12,12,13,13,14
08853927,0,2,3,3,4,5,5,6,6,6,6,6,6,7,7,7,7,7
08854184,0,2,2,2,3,3,3,3,4,4,4,4,4,5,5,5,5,5
08855748,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
08858794,0,3,3,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6
08859366,0,2,3,3,3,3,4,4,4,4,5,5,5,5,5,6,6,6
08860295,2,3,4,6,7,7,8,9,9,9,10,11,11,11,11,12,12,12
08860942,2,3,4,4,4,5,6,6,7,7,8,9,9,10,10,10,10,10
08862542,1,3,3,4,5,5,6,7,7,8,9,9,9,10,10,10,11,11
08863513,2,4,4,5,5,6,6,7,7,9,9,10,10,10,10,11,12,12
08864086,0,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3
08864689,0,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4
08865280,0,2,4,6,7,8,8,8,8,8,8,9,9,10,10,10,11,11
08865932,0,3,4,6,6,7,8,8,9,9,9,9,9,10,10,10,10,10
08866128,0,2,2,2,3,4,4,4,4,4,5,5,5,5,5,5,5,5
08866409,2,2,2,2,3,3,4,4,4,4,5,5,6,6,6,7,7,7
08868217,0,2,2,3,3,3,4,4,4,4,5,5,6,6,6,6,6,6
08870336,2,3,4,5,5,6,7,7,7,7,7,8,8,8,8,8,8,8
08871437,2,3,5,5,6,6,7,8,8,9,9,10,10,10,10,11,12,12
08872605,2,4,5,5,6,6,7,7,8,9,11,11,12,12,12,12,12,12
08872841,2,2,3,4,5,6,7,8,9,10,10,11,12,13,13,13,13,13
08872948,1,3,3,4,5,5,6,6,6,7,7,8,8,8,8,9,9,9
08876883,0,2,3,4,5,6,7,8,10,11,11,11,12,13,13,13,14,14
08880376,2,3,3,4,5,6,6,7,8,9,10,10,11,12,12,12,13,13
08881098,1,3,3,4,5,6,6,6,6,6,7,7,7,7,7,7,7,8
08882278,0,3,3,4,4,5,5,6,7,8,8,8,9,9,9,9,10,10
08882557,2,4,5,6,7,7,8,8,8,8,9,10,10,11,11,11,12,12
08882822,0,4,5,5,5,6,6,6,6,7,7,7,7,7,7,8,9,9
08883571,1,3,3,4,4,5,5,6,6,6,7,7,8,8,8,8,9,9
08887943,0,1,1,2,2,3,4,4,4,4,4,5,5,5,5,6,6,6
08887988,1,3,4,6,7,9,9,10,11,11,12,14,15,15,15,15,16,16
08888603,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
08889343,2,2,3,4,5,5,6,7,7,8,8,9,9,10,10,11,12,12
08890587,0,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
08890918,1,3,4,5,5,6,6,6,8,8,8,8,8,8,8,9,9,9
08892545,0,4,4,5,6,6,6,7,7,8,9,10,10,12,12,12,12,12
08892697,1,3,4,4,4,4,5,6,6,6,7,7,7,7,7,7,7,7
08892817,2,2,3,4,5,5,5,5,5,6,6,7,7,7,7,8,8,8
08894746,1,3,4,5,6,6,7,7,8,8,8,9,9,9,9,9,9,10
08896086,2,4,5,6,7,9,9,10,11,12,12,13,13,14,14,14,15,15
08899723,1,2,4,5,5,7,8,8,9,10,10,11,12,12,12,12,13,13
08899945,2,3,4,5,6,7,7,8,8,9,10,11,11,12,12,12,13,13
08900123,0,3,3,4,4,5,6,6,6,6,7,7,8,8,8,8,9,9
08901262,2,5,6,7,8,8,10,11,12,13,13,13,14,15,15,15,15,15
08901893,1,3,3,4,4,5,6,6,7,7,8,8,8,9,9,10,10,10
08904230,2,5,5,7,8,9,10,10,11,11,12,13,13,13,13,14,14,14
08905742,0,2,3,3,4,5,5,6,6,6,7,7,7,7,7,7,7,7
08905854,2,3,4,4,4,4,5,5,5,5,5,6,6,6,6,6,6,6
08907493,1,2,3,5,6,6,6,7,7,8,8,10,10,11,11,12,12,12
08911318,2,4,5,6,8,9,11,12,13,15,16,17,18,20,20,21,21,21
08911724,0,2,3,3,3,4,4,5,5,5,5,5,5,5,5,6,6,6
08911940,0,0,2,3,3,3,4,4,4,5,5,5,5,6,6,6,6,6
08912048,0,3,5,8,9,9,10,11,12,13,14,15,16,17,17,18,19,19
08912336,2,3,5,5,6,6,6,7,7,7,8,8,9,9,9,9,10,10
08913044,0,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3
08916268,2,3,4,5,6,6,7,8,8,9,10,10,11,11,11,11,11,11
08919900,2,2,3,4,6,8,9,10,12,13,14,14,15,16,16,18,18,18
08920096,1,2,4,5,6,6,6,8,9,9,9,9,10,11,11,11,11,11
08920798,0,2,3,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6
08921743,0,2,3,3,4,5,5,5,5,6,7,7,8,8,8,8,9,9
08921880,2,4,5,5,7,8,9,9,9,10,11,12,12,13,13,13,13,13
08925459,2,4,5,6,7,8,8,9,10,11,12,12,13,13,13,14,14,14
08926323,0,1,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4
08928130,1,2,3,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7
08928365,2,4,4,6,7,7,8,9,9,11,12,12,13,13,13,14,14,14
08928395,0,2,3,3,4,5,5,5,5,6,6,7,7,8,8,8,8,8
08929359,1,3,3,4,5,6,6,6,6,7,7,8,9,9,9,9,10,10
08929771,0,2,3,4,4,4,4,4,5,5,6,6,6,7,7,7,7,7
08937256,0,2,2,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5
08937608,0,2,2,3,4,4,4,5,6,6,6,7,7,7,7,7,7,7
08941823,2,3,4,5,5,6,7,8,9,10,10,11,11,11,11,11,12,12
08942487,0,3,4,6,6,6,6,7,8,8,8,8,8,9,9,10,10,10
08943414,1,3,4,5,5,6,6,7,8,8,8,8,9,9,9,9,9,10
08943525,0,2,2,3,4,6,7,8,9,9,10,11,12,13,13,13,14,14
08943809,1,3,3,4,4,4,5,6,6,6,6,6,7,7,7,8,8,8
08944504,0,3,3,4,4,4,4,4,4,5,5,5,6,6,6,6,6,6
08945571,0,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4
08948319,2,5,5,6,7,7,9,9,11,12,13,15,16,17,17,18,19,19
08948784,0,0,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
08954277,2,3,3,4,4,6,6,7,8,9,10,10,11,13,13,14,16,16
08955072,0,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
08956902,2,3,4,5,5,5,5,6,7,7,8,9,9,10,10,10,11,11
08957388,2,3,4,5,6,7,7,8,8,8,9,10,10,10,10,11,12,12
08961429,2,3,3,4,5,5,5,5,6,7,7,7,8,8,8,8,9,9
08961630,2,4,5,6,7,8,9,10,11,12,13,13,14,14,14,14,14,14
08963520,2,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5
08965681,1,2,3,3,3,3,4,4,5,5,6,6,6,6,6,7,8,8
08965968,2,4,5,5,5,6,7,8,9,9,10,11,11,11,11,11,11,11
08967299,2,2,3,3,4,4,4,5,5,5,5,5,5,6,6,7,7,7
08967586,2,4,5,6,6,7,8,8,10,11,11,12,13,13,13,14,14,14
08967939,1,2,4,6,6,7,7,7,7,8,8,9,10,10,10,10,11,11
08970522,1,3,4,4,5,6,6,6,6,7,7,7,8,9,9,9,9,10
08971712,0,3,3,4,4,5,5,6,6,7,7,7,7,7,7,8,9,9
08972059,3,4,4,5,5,6,6,6,7,7,8,9,10,10,10,11,11,11
08973102,0,2,2,2,3,3,4,4,4,5,6,6,6,6,6,7,7,7
08974316,0,3,3,4,5,5,5,6,6,7,7,7,8,8,8,8,8,8
08974811,2,2,2,3,4,4,5,5,6,6,6,7,8,8,8,8,8,8
08975801,1,3,3,4,5,7,8,9,9,10,11,11,11,11,11,12,13,13
08975872,0,3,3,5,5,7,7,8,8,8,9,9,10,10,10,10,11,11
08976640,2,3,3,4,5,6,7,7,8,9,9,10,10,11,11,11,12,12
08978476,1,3,3,4,4,5,6,6,6,7,7,8,8,9,9,10,11,11
08980736,2,4,5,6,6,7,7,9,9,9,10,10,10,10,10,11,11,11
08982428,2,3,5,5,7,8,9,9,11,12,13,14,14,15,15,17,17,17
08985207,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
08986183,1,2,2,3,5,6,6,7,8,9,9,10,11,11,11,12,12,12
08986948,0,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5
08988573,0,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,5,5
08991552,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
08992051,2,4,5,5,6,6,6,6,7,7,8,8,9,9,9,11,11,11
08994067,2,4,5,6,8,10,10,11,12,13,13,13,14,14,14,14,15,15
08995296,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
08995693,0,1,2,3,3,3,4,5,6,6,7,7,7,8,8,8,9,9
08996451,0,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,6,6
08998548,0,2,3,4,6,9,10,12,14,14,16,17,18,20,20,21,21,21
08999130,2,4,4,4,5,6,7,7,8,9,10,11,12,13,13,14,14,15
09000209,2,4,5,5,6,6,6,6,7,7,8,8,8,8,8,9,10,10
09001016,0,2,2,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5
09004657,2,3,4,4,5,6,6,6,6,6,6,6,7,7,7,7,7,7
09005433,1,4,4,5,6,8,9,9,9,9,11,12,12,14,14,14,15,16
09009666,2,4,5,7,8,9,10,11,12,13,13,14,15,16,16,17,17,17
09010148,1,3,4,4,5,6,7,8,8,9,9,9,9,10,10,11,11,11
09011849,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
09012759,0,2,3,4,4,4,5,5,5,6,6,6,6,6,6,6,6,6
09013155,3,8,11,13,14,14,15,16,17,17,18,19,20,21,21,22,23,23
09013347,1,2,4,5,5,5,6,7,7,8,9,10,10,11,11,11,11,11
09013390,0,2,3,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6
09016678,2,3,4,5,7,9,10,10,11,13,13,14,14,15,15,16,17,17
09017755,0,3,3,4,5,6,7,8,9,10,10,10,10,12,12,12,13,13
09018799,2,3,4,4,5,6,6,8,8,8,9,9,10,10,10,11,11,12
09019149,1,3,4,5,7,8,9,11,13,15,17,18,20,21,21,22,23,24
09019650,0,0,1,2,2,2,2,2,3,3,3,3,3,3,3,4,5,6
09023662,0,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
09027343,0,3,4,4,5,5,5,6,6,6,7,7,7,8,8,8,8,8
09028109,1,4,5,7,9,10,11,12,13,14,15,16,16,17,17,17,18,18
09028548,2,3,3,4,5,5,6,7,7,7,8,8,10,10,10,11,11,11
09030159,0,3,4,5,6,7,8,9,10,12,12,13,14,14,14,16,17,18
09033416,0,1,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4
09034659,2,3,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11
09035197,2,4,5,6,8,9,12,13,14,16,17,18,20,21,21,22,23,23
09035804,2,4,5,5,5,6,7,8,9,9,9,10,10,10,10,11,12,12
09035975,2,4,5,5,5,6,7,8,9,10,10,11,12,13,13,14,14,14
09036032,1,2,3,4,5,6,7,8,9,10,10,11,12,12,12,12,13,13
09037028,0,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6
09037191,0,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3
09038064,2,3,3,4,5,6,6,7,8,9,12,12,12,12,12,13,14,14
09038799,2,2,3,4,4,5,5,5,5,6,6,6,7,7,7,7,8,8
09040287,0,2,4,4,4,5,5,5,6,6,7,7,8,8,8,9,9,9
09040489,3,4,5,8,9,9,10,10,11,11,11,11,12,13,13,13,14,14
09040617,2,3,3,4,5,5,6,7,8,8,8,9,9,9,9,9,10,10
09041974,0,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4
09042771,2,3,4,5,6,6,7,7,7,7,8,9,10,10,10,10,11,11
09043730,1,3,4,5,5,6,7,8,8,9,9,10,11,11,11,12,13,13
09043733,0,0,0,0,1,2,2,2,2,3,3,3,3,3,3,3,3,3
09045956,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
09046053,3,3,4,5,6,6,6,7,7,8,9,10,10,10,10,12,12,13
09046588,0,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
09047914,1,2,4,5,5,6,6,6,7,7,7,8,8,8,8,8,9,9
09049228,2,4,5,5,6,6,7,7,8,8,8,9,9,9,9,10,10,10
09049258,2,7,9,10,11,12,13,14,15,16,17,17,18,18,18,20,21,21
09049397,2,2,3,4,4,5,6,6,6,7,7,7,8,8,8,8,8,9
09050147,2,2,4,5,6,6,6,7,8,8,8,8,8,8,8,8,9,9
09051526,2,4,5,6,8,9,11,12,13,14,15,16,17,18,18,20,21,22
09052299,2,2,3,4,5,5,6,7,7,8,9,9,10,10,10,10,10,10
09052826,2,4,5,7,8,9,10,11,12,12,13,15,15,16,16,17,17,17
09053757,0,1,1,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4
09054958,0,2,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7
09055017,0,3,4,5,5,5,6,6,7,7,7,7,7,8,8,8,8,8
09055403,2,4,4,6,6,8,9,11,11,12,12,13,14,14,14,14,14,14
09055594,2,4,5,6,6,7,8,9,10,11,12,13,14,14,14,15,16,16
09057922,2,4,4,5,6,6,6,6,7,7,7,8,8,8,8,9,9,9
09060576,0,4,5,7,8,8,8,9,10,10,11,12,12,12,12,12,13,13
09061194,2,3,4,5,6,7,7,7,8,8,8,8,8,8,8,8,8,9
09061303,0,2,2,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5
09061324,1,2,2,2,3,3,4,4,5,5,6,7,8,9,9,11,12,12
09061705,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
09064537,2,4,6,6,7,7,7,8,8,9,10,10,11,12,12,12,12,13
09065801,2,3,4,5,6,7,7,8,9,9,9,10,11,12,12,12,13,13
09066908,0,1,1,1,2,2,3,3,3,3,3,3,3,3,3,4,5,5
09066965,0,2,2,3,4,5,5,5,6,6,7,7,7,7,7,8,8,8
09067857,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
09069230,0,0,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
09069904,0,2,4,4,5,5,6,7,8,8,9,9,10,10,10,11,11,12
09070848,0,6,6,6,6,7,7,7,7,8,8,8,8,8,8,9,9,9
09071267,2,3,4,5,6,7,7,7,7,7,8,8,8,8,8,8,9,9
09072297,1,3,4,6,7,8,8,8,10,11,11,11,11,11,11,12,12,12
09073118,0,2,2,3,4,4,5,5,5,5,6,6,7,7,7,8,9,9
09074044,2,3,4,6,6,7,7,7,8,8,9,9,10,10,10,11,12,12
09078953,2,3,4,5,6,6,7,7,7,8,8,9,9,9,9,10,10,10
09080154,2,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5
09082008,2,4,5,6,6,6,7,8,8,9,11,11,12,13,13,13,14,14
09083575,0,2,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5
09083776,1,3,5,5,5,5,6,6,7,8,8,8,8,8,8,9,9,9
09083782,2,3,4,4,4,5,6,6,6,6,6,7,8,8,8,8,8,8
09084324,0,4,5,6,7,8,11,12,13,14,17,17,18,19,19,21,21,21
09084646,3,6,7,9,11,12,13,14,14,16,16,17,18,19,19,19,19,20
09085892,0,1,2,2,3,4,4,5,5,5,6,6,6,7,7,7,7,7
09086827,2,2,4,4,4,6,6,6,7,7,7,7,8,8,8,8,9,9
